Avg. Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
68595.99772,7,3,2,55323.95726,1388840.174,"9569 Chloe Ports
Lake Stacyshire, NE 25955-2308"
81668.78943,19,2,2,28884.05091,1940225.908,"85544 Cox Centers
Davismouth, NE 55867-0973"
80379.05536,14,2,2,54143.3287,1586889.995,"5992 Sanders Freeway
Orozcoville, IL 93327-1981"
59195.32587,9,5,4,30774.75314,962081.42,"30920 Griffin Club
New Kimberlyfort, TN 88640"
56909.83476,18,6,6,36794.19937,1049798.785,"01713 Katherine Court
New Susanside, WI 21196"
66959.33983,1,3,2,36043.02049,1040781.795,"580 Maxwell Extensions Suite 388
West Carly, WV 33983"
52267.24735,16,7,6,25983.5197,1100380.261,"343 Burns Drives
Kathleenhaven, AL 73693"
38868.25031,14,5,5,25432.07677,759044.688,"86840 Jonathon Field
Stevenport, KY 45694-2395"
67466.29858,2,7,1,47444.71283,1283764.788,"847 Wesley Vista Suite 668
Butlermouth, IN 29187"
67453.08131,4,6,2,49085.96278,1162949.679,"8049 Joseph Ville
Austinshire, OH 39898-5331"
64405.64944,9,4,1,42611.5397,1420979.184,"65018 Mcdonald Dam
Hineston, FL 55892"
62485.90147,20,6,1,32428.12577,972670.8133,"Unit 2473 Box 7729
DPO AA 36548-9176"
84613.54293,13,6,1,43480.69971,1804243.86,"0559 Bryan Plains
Christinaburgh, KY 52933"
69616.21355,4,7,6,14476.76064,836883.5653,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551"
68173.77439,3,4,3,57699.95756,1294647.589,"647 Michael Cliff Suite 122
Evanschester, NY 62341"
80431.0356,7,7,5,34615.59849,1300479.133,"35149 Dawson Valley
West Juliehaven, GU 84851-7166"
66098.57072,20,5,5,28433.85035,1040376.995,"USCGC Guzman
FPO AE 96158-4679"
63866.3679,5,4,2,33288.95842,1193253.801,"531 Peck Park
North Johnport, MA 11372"
76960.77907,13,6,1,55375.66821,1618127.607,"46521 Williams Mall
West Richard, OK 68233"
75595.70207,4,5,3,30177.11796,1113856.543,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478"
68214.14095,9,3,4,37311.66414,1706291.991,"2079 Little Flats Suite 920
East Stevenville, MA 36496"
50881.91067,6,6,5,35777.29469,658644.617,"294 Angela Common
Laurieshire, ME 68533-3663"
63780.9979,17,7,6,35056.44834,1168993.738,"940 Jones Roads Apt. 703
Ericport, CA 59316"
73193.43593,7,7,2,35707.7623,1123209.855,"26579 Janice Club
New Steven, VI 56204-3194"
73875.67601,14,7,3,34332.42096,915818.4531,"332 Cabrera Shoal Apt. 452
New John, WI 34660"
76402.50508,8,2,3,30636.46158,1134142.916,"USS Nixon
FPO AE 74737-2918"
76221.793,16,4,2,30324.19143,1589765.497,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841"
53630.31681,8,5,5,43358.5705,552585.3541,"42201 Brandon Brooks
East Justin, MT 68266"
70488.78281,13,2,1,38326.00336,1352917.177,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790"
76149.22102,16,5,4,30532.99239,1043281.29,"106 Scott Plain
North Audrey, AZ 04363-0913"
63748.24248,7,3,1,47926.40802,1589431.171,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937"
73038.22482,7,2,2,32508.90973,1348883.321,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300"
76992.81884,1,4,2,24874.03512,1212440.29,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231"
89510.91582,14,7,6,29766.44407,1580727.45,"10694 Amanda Orchard
Cassandraport, WI 70523"
70438.39363,4,2,1,29990.62536,1215288.49,"729 Singh Drives Suite 258
Roberttown, KS 39950"
64345.07143,10,5,3,48621.16851,1391788.849,"119 Thompson Place
Christinaton, DE 48205"
65901.47709,2,6,2,32810.13795,1127248.61,"Unit 5691 Box 8533
DPO AE 09658"
58858.02165,13,2,2,23978.58886,1234609.739,"USS Brown
FPO AE 78902-0715"
59716.58307,12,3,5,49859.49907,936234.3476,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251"
89112.70263,4,3,3,29673.02264,1852338.469,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128"
85522.89108,7,3,6,49257.8511,2009937.703,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408"
50005.04875,9,6,5,32614.77708,828127.0276,"41386 Casey Mission Apt. 524
Leslieport, WY 14692"
71491.38108,1,7,3,42631.83698,1661119.501,"441 Bell Roads
Howardfurt, MN 15904"
65608.60771,5,5,5,28774.42668,1295901.454,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024"
65431.3248,12,5,2,23365.44462,989643.0314,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111"
81909.50693,9,5,5,30777.97017,1788515.818,"183 Brendan Trace Suite 990
Millerside, FL 28725"
82514.29918,19,6,1,32252.1437,1814855.155,"Unit 6643 Box 2423
DPO AA 82069"
72764.93092,12,5,5,19595.96368,1170705.166,"4903 Burgess Square
New Julie, NY 69102"
55288.83745,1,5,6,31144.65521,1090788.981,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403"
59420.35326,20,3,6,20691.47878,440585.0294,"6441 Devin Cape Suite 400
East Donald, LA 54008"
59042.57706,14,5,3,33182.43628,1029439.234,"85315 Jason Junctions
Katherinestad, MH 96677-4715"
76650.59037,2,3,1,36333.95285,828120.955,"911 Bean Spurs
New John, MO 60974"
59912.8239,2,4,3,38092.9276,985283.8816,"9936 April Plain
South Robert, AR 47420-4991"
69544.12817,1,5,1,27071.52903,879062.5907,"2114 James Oval Apt. 035
Bryanburgh, AR 85968"
56588.23692,14,7,6,38132.46448,609402.7753,"1214 Dennis Skyway
East Pamelastad, HI 95893"
66269.51277,9,2,2,18114.57522,1168859.117,"13878 Lori Points
Butlerberg, AZ 93348-9767"
74890.93612,8,6,2,25333.87085,1307506.565,"186 Bradley Locks Suite 428
Mccannview, IL 91770"
71053.69196,11,4,1,29359.20517,1357250.571,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278"
60721.09573,8,7,2,29978.65909,1181630.625,"793 Landry Mountain
South Shannon, PA 26333"
70204.38625,14,3,6,38773.09407,1294615.008,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808"
62347.25085,15,7,6,37499.0055,911656.1053,"953 Owens Brook
West Jonathan, AZ 20829"
73688.59397,19,2,4,30994.79989,1149327.656,"USNS Smith
FPO AA 61423-8670"
45685.24992,9,7,2,30345.59016,867714.3838,"708 Murray Motorway Suite 993
Adamhaven, FL 90718"
70689.36434,16,3,6,21350.09975,973068.557,"PSC 7179, Box 6714
APO AA 57159"
74510.79036,8,7,2,9579.071782,1084408.44,"0543 Michele Spring
Gouldville, ND 34180-6287"
98468.25364,4,2,2,50676.3124,2275455.306,"USNV Hoffman
FPO AA 45311-5701"
69275.04729,11,5,1,40144.75061,1233205.196,"31046 Aaron Ways
Bryantown, AL 26462"
65969.70704,12,2,6,61772.75681,1906024.636,"6609 Andrew Extension
Emilyland, MP 55694"
65897.66157,5,6,4,49667.60637,1412626.519,"474 Mckinney Underpass
Lake Andreaview, CA 16833"
72110.50499,20,7,6,23411.94554,1208761.056,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628"
82069.6606,1,6,4,47005.49681,1710924.367,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129"
47422.74582,12,2,3,42771.40598,750119.7266,"08059 Bailey Fort
Sandovalland, NJ 68704"
71713.79826,3,2,4,26861.13336,1361828.848,"5672 Barton Port
Gonzalesborough, PR 77884"
42348.16246,19,4,1,33609.69466,904785.1632,"329 Duke Rest
South Juanport, GU 60058"
61393.05011,6,4,3,44258.90193,980141.2191,"PSC 0015, Box 2446
APO AP 94869-0746"
63783.5313,15,6,1,32620.40732,798254.2245,"2277 Cody Island
Lake Frank, NJ 80726-0483"
59803.15371,20,6,5,30788.30391,1026505.821,"5262 Dean Divide
Billyland, FL 74609"
92201.21433,19,4,4,45452.28028,1692335.964,"4931 Kristin Cape
Christineburgh, ND 06300"
75967.13508,9,3,5,38897.09158,1405505.244,"6395 Bruce Passage
New Michelle, AL 72494"
61300.28128,17,5,2,33922.63298,946182.0502,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740"
77695.00496,10,5,6,42122.53515,1723775.014,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127"
66764.39845,12,5,3,28467.21144,1238406.19,"0748 Richard Lodge
East Mary, NM 61589-8091"
56734.15695,16,2,4,35452.59151,1317160.403,"243 Singh Course
Hodgeston, WA 03755"
66138.17282,0,5,3,40675.79837,1155752.745,"02787 Arthur Plain
Wernerbury, IL 60921"
48747.15505,4,5,3,31266.90185,1040086.664,"8172 West Gardens
Kevinshire, MD 69882"
73101.21864,8,4,3,39998.46264,1266947.264,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943"
69248.80774,9,7,1,57771.29235,1422230.96,"1500 Brandon Green
South Julia, NM 84899"
49825.84885,2,3,3,46399.80959,1224778.623,"4405 Smith Harbor
Port Margaret, GU 67322"
67557.22185,18,3,4,18468.81419,973096.3582,"2713 Flynn Port
Bentleyshire, IN 06799-9053"
59047.80268,18,7,3,26365.14509,512252.8035,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350"
60889.38965,10,3,3,32997.63893,906419.3179,"4199 Jasmine Burg
Deannafort, AL 94097-4514"
75409.22438,20,3,3,33413.26568,1114667.249,"771 Donna Ports
Davidville, NE 67388"
60770.07431,3,2,4,38047.13038,1278365.767,"1529 Mary Flats
East Amberberg, NY 70047-7365"
92106.80387,9,5,4,32483.35909,1720670.877,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079"
77256.6833,0,3,6,31886.7102,1534295.195,"737 Regina View Apt. 523
South Markberg, NE 49825"
69071.89936,13,2,1,32106.89476,1066040.789,"21685 Jake Pike
Geneshire, GU 25597-6641"
79817.66576,18,4,6,31765.90139,1428399.002,"PSC 3949, Box 6921
APO AE 76349"
85172.82909,11,3,1,26018.01564,855423.984,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837"
63765.46966,12,6,5,44863.71498,853084.1522,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635"
71028.1759,8,3,2,43922.63017,934610.3953,"3757 Price Rue
East Colin, MD 62622-8672"
82681.23684,2,4,1,30054.86206,1571781.593,"Unit 5870 Box 7773
DPO AA 32148"
49435.53583,5,3,4,43441.99643,927163.8119,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078"
69139.68322,14,4,1,29683.80911,1227568.958,"458 David Gardens
South Russellside, MN 47598"
52642.47988,18,4,5,50133.01508,671802.0395,"39214 Jason Street
East Danielle, NY 02125"
88345.95978,9,3,6,41216.26416,1705918.18,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372"
70558.83907,2,4,3,24867.49764,1198915.943,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482"
55242.58868,19,3,1,48812.88401,1230097.451,"USNS Martinez
FPO AP 84604"
50802.66615,11,7,1,23725.78271,764635.9979,"181 Peterson Vista
Gonzalezview, WY 90756-4263"
79700.74255,15,5,1,31348.74098,1553854.434,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485"
68400.24175,6,5,2,51988.70353,1451930.631,"5116 Diamond Port Apt. 805
Petersonview, MT 95861"
59107.28758,9,2,2,37556.10749,1063491.81,"03274 Matthews Summit
North Lisa, AZ 80100-6646"
71650.4594,5,7,6,33925.42449,1226180.768,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955"
51168.42859,3,7,3,30369.19312,1220987.002,"041 Amanda Port
West Davidfurt, NE 83057-8557"
82635.33924,4,7,2,33770.24452,1480227.547,"4163 Brooke Village
Jonathanmouth, OK 18359"
76126.01027,12,3,4,51054.51591,1641873.966,"41652 Derek Islands Apt. 144
South Andrew, VT 91988"
83319.99616,0,6,1,31552.54421,1262963.861,"81551 Carla Drives
West Kaylastad, WY 42793-0307"
85468.53096,19,6,5,46505.7883,1444572.971,"30334 Maria Port Apt. 948
Averyshire, MS 98224"
81665.57835,1,5,2,34753.88289,1358983.47,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183"
74385.1379,13,4,3,20951.34787,635530.8449,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852"
86818.06876,12,5,2,41440.43383,1670183.168,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962"
63911.61637,16,6,5,15576.44502,841236.1676,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355"
84095.88948,9,2,5,21330.98894,1581865.559,"757 Daniel Fort
South Lori, NV 10326-1054"
58435.25941,1,5,1,61205.81478,1841495.508,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385"
78229.55474,13,7,6,60747.20448,1891398.256,"744 Collins Extensions
Nicholasborough, MS 76961"
78160.30843,10,4,5,39984.95821,1832230.093,"49501 John Rapids
Buckborough, ID 73832"
72757.63336,18,6,6,39088.3994,1062095.468,"8954 Jenkins Isle
North Douglasfort, MO 52507"
48125.48101,0,3,1,40090.90836,970044.6656,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741"
76883.4865,18,4,3,26262.50733,1528900.856,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664"
69266.08743,2,7,5,37180.50036,1107159.781,"3505 Daniel Landing
Ariasland, SD 52630-5212"
71445.08458,1,6,6,24318.53011,1300031.23,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049"
77467.77071,19,2,2,43628.95481,1547737.002,"6234 Anderson Drives
North Madelineland, MN 85905-7927"
78578.34342,2,2,4,35399.90748,1248741.865,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664"
58909.31344,16,5,4,40865.81789,1205568.367,"USS Ellis
FPO AA 53370-1758"
67270.83974,7,5,1,33036.30334,993637.0897,"USNS Gates
FPO AP 00484"
76908.23742,5,4,1,51630.42482,1813856.314,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121"
81272.39558,14,5,5,44406.45551,1822438.42,"0479 Todd Prairie
New Kimberlybury, MH 04334"
72827.49079,10,6,2,14931.27011,1166925.146,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578"
69396.35828,10,6,6,34932.29123,952439.6622,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798"
75299.61257,13,5,1,34129.24179,1659100.124,"18940 Davis Point Suite 046
Melissahaven, LA 78621"
75258.78058,1,3,1,37245.94373,1181995.431,"2796 Anne Drive
North Kristinberg, AZ 79448"
71322.71325,0,5,4,25948.64421,1124042.948,"514 Soto Plain Apt. 353
Sarabury, IL 71896"
64429.98478,11,5,3,39055.82229,1219637.367,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544"
63797.57852,13,4,5,26094.90558,867082.8428,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135"
70333.46048,1,3,4,44795.53111,1385978.984,"PSC 1222, Box 3820
APO AP 48458"
49345.42445,13,7,5,15113.5872,725040.896,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955"
56073.89244,13,6,5,64149.68021,1409762.119,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645"
68419.3325,9,3,3,30464.25722,1036704.691,"030 Curtis Summit
North Rebecca, MP 93095-5357"
69654.35501,8,3,1,27022.75918,717273.1853,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423"
96901.08151,4,6,5,32824.79666,1642478.736,"8054 Smith Underpass
Lake Brian, ID 44748-2012"
49160.30411,3,6,1,28382.70669,585440.4314,"927 Robert Isle Suite 381
New Karen, MD 94991-2002"
48498.14027,16,5,6,30749.64439,602209.575,"944 Emily Keys Apt. 888
New Markshire, CA 98115"
73112.84819,11,2,5,32126.7724,1340227.277,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598"
57190.75755,15,5,5,45340.78189,1430051.088,"948 Rush Row Apt. 811
West Brian, IN 80835-6955"
67775.54642,11,5,2,38345.58108,1101120.259,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346"
52599.08666,5,4,1,31590.38533,897223.4347,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913"
66655.96645,12,3,3,36142.96799,1409318.577,"900 Chase Mission
North Lisa, NY 95640-6024"
64635.45765,9,2,6,37866.63226,1226067.314,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358"
87272.09339,1,7,4,7522.333138,910099.644,"20887 Kevin Estates
Amandamouth, LA 65867-3535"
77223.30759,17,6,3,36454.29866,1492009.563,"9753 Benjamin Extensions
Edwinberg, DC 77337"
74420.05254,17,6,4,40250.88724,1555806.042,"2856 Frank Pine
East Johnhaven, WV 12578-5561"
73611.68863,15,2,3,38294.07598,1487855.538,"827 Christina Divide
New Tanya, MO 26789-8710"
63320.13821,18,6,2,22076.15316,995144.1066,"4178 Jeffery Turnpike Suite 589
West Matthewburgh, MI 73155"
82383.02899,10,7,5,28614.53971,1151006.078,"403 Christina Point Suite 032
Christopherbury, VA 89556-8621"
93876.429,4,2,5,29096.51902,1760880.448,"533 Marcus Isle
Port Andrewland, OH 79835"
62717.68289,13,7,1,38535.6666,1067000.349,"5750 Ford Extension
Stacyhaven, CT 82973-2072"
84366.44482,18,6,2,48150.2538,1430796.763,"1896 Jenkins Rue Apt. 467
Kylehaven, RI 92088"
77208.64023,16,3,5,28550.4813,981753.2384,"02802 Hahn Causeway
Lake Melissa, DC 18071-0272"
77177.44738,19,5,4,52057.05441,1102516.584,"4491 Giles Corners Suite 728
Mooreview, NJ 52329-7519"
80770.67565,20,7,3,31518.00819,1334377.307,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823"
72915.04025,4,4,2,42030.42124,1395218.58,"4499 Tammy Pine
West Craig, MI 65307"
64826.86535,8,7,1,36342.71476,1227167.408,"3176 Mary Pass
Port Stephanieberg, ND 56793"
79575.25044,5,3,4,43679.48483,1315568.164,"978 Robles Knolls
Brewerborough, PW 55563-5751"
75302.11142,16,7,1,33424.4275,1643338.993,"219 Travis Avenue
Bushhaven, ME 65662"
76942.50701,3,6,3,28717.96133,1354417.563,"94779 Brenda Knoll Suite 885
Dunnmouth, MS 94475-9810"
70627.7359,12,3,3,41602.02374,1273868.064,"6892 Wallace Run Apt. 814
South Donshire, MD 97169"
65081.58405,15,6,2,37594.49346,1343824.215,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118"
72752.21639,13,5,2,29034.31996,692229.4655,"USNV Clark
FPO AA 65570-1981"
72099.66539,10,3,6,36902.14539,1411054.317,"636 Smith Greens
Alexland, AK 05521"
51747.9152,19,3,5,29749.62279,832475.189,"908 Cruz Mill
Blanchardmouth, PA 23824"
56815.74332,7,5,1,35516.40989,1076334.103,"6142 Escobar Harbor Suite 967
Michaelview, AS 63065-8757"
60584.41378,9,7,1,46635.76964,1309829.936,"543 Sara Garden
Crystalshire, NE 46964-3440"
80238.58516,4,7,4,34271.10234,1130844.029,"9419 Sanders Loaf Apt. 390
South Davidchester, MP 66624-2587"
60062.69563,6,7,6,45347.93206,784503.3579,"0612 Erin Fort Apt. 991
Davidton, RI 02859"
76339.62335,0,3,4,45735.18721,1378399.109,"99129 Kevin Hollow
Donnamouth, UT 61678-5704"
60319.43151,14,5,5,33337.76538,983537.5108,"388 Wilkerson Mills Suite 408
Leeberg, RI 43961-2060"
91083.56908,17,7,2,41734.83266,1737981.53,"9790 Laura Trafficway Suite 464
Alexisside, LA 24093"
73327.76494,18,5,4,41378.87673,1314359.454,"058 Anthony Port
Christopherstad, SC 07665-9037"
54236.69625,16,6,4,65857.93332,1372969.311,"20665 David Well
Phillipsshire, WV 17695"
54726.70347,5,6,6,38582.55801,998855.5799,"18815 Denise Heights
Port Matthew, TX 85582"
61247.3319,5,5,5,61075.60218,1473540.76,"21942 Robert Ranch Suite 773
Port Sonia, MO 99587-6354"
74551.97298,10,5,6,44843.19552,1816217.007,"9875 Moore View Apt. 474
New Joseph, MH 70496"
56962.44831,15,6,5,43181.51307,1127082.199,"0743 Reed Lakes Suite 463
Vincentfurt, MS 65562-5283"
59665.57342,16,2,6,48128.95738,1427832.121,"USNS Dyer
FPO AP 88305-9187"
72353.58095,12,2,3,15395.05992,959243.6084,"912 Donna Junctions
Vaughanview, OR 53056"
55101.85478,8,5,1,41219.32149,1202452.728,"584 Grant Knoll
Tracyville, MS 25650"
62472.15858,5,4,4,37618.67655,1463442.908,"630 Holmes Forest Suite 327
Andersontown, CO 15518-2545"
79020.64716,9,2,5,34405.48156,1120851.519,"46937 Turner Skyway Suite 520
Deanstad, AK 34864"
56402.54281,12,5,1,29689.69581,696467.1699,"97355 James Tunnel
Salinasstad, VT 17324-5801"
61056.14543,4,7,4,18606.65904,631656.4746,"47560 Nichols Corners
Onealmouth, DC 36119"
55558.46576,0,4,5,56250.4644,1366988.235,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102"
89760.91786,15,4,1,54061.25868,1919053.527,"25908 Jennifer Views Apt. 583
East Nicholasburgh, MI 59539"
55529.90658,1,5,2,45008.24224,1460341.011,"10469 Stacey Plaza Suite 263
Arnoldshire, AZ 57893-5832"
75534.27948,9,5,4,27730.74931,935488.6065,"43020 Owens Glen Apt. 024
Marychester, SC 97268"
73265.99934,19,5,2,30667.23476,896246.1462,"925 Valenzuela Cliff Apt. 431
East Adrian, MT 52071-0639"
61611.75178,20,3,5,18947.55835,894203.5715,"066 Eric Stream
East Ashley, MA 15550-6377"
66790.96033,15,7,4,47064.02296,1353729.533,"39369 Beck Curve Suite 178
Kimberg, VT 29232"
69604.52177,8,4,1,41785.91078,1496177.416,"88372 Oneal Inlet Apt. 473
New Brandonfort, DC 34662-5333"
43241.98242,8,7,2,29478.53124,629657.6133,"860 Graham Meadows Suite 412
East Kristenburgh, UT 74487"
51510.69878,0,3,2,31773.2889,549167.9399,"06398 Adrian Forge Suite 341
North Charleschester, IA 99755"
80315.49332,9,5,6,39733.59822,1737582.283,"17480 Joshua Spring Suite 624
Port Mary, CO 02102"
65483.25531,14,5,6,33303.47323,1247281.698,"8362 Hudson Village Apt. 954
Goodmanbury, OH 71913"
92735.99692,16,2,3,47376.47003,1779898.996,"8049 Michele Gardens Suite 331
Michaelview, UT 38230-9272"
62678.33547,16,6,5,44965.31198,1032663.003,"89517 Troy Viaduct Suite 715
Port James, LA 69221-4243"
86583.93366,9,5,5,45514.14777,1815809.621,"583 Turner Harbor
Port Nicole, TX 75903-5950"
62369.71303,18,2,4,47224.75918,1387114.42,"107 Mcdonald Islands
West Tony, NY 69365"
55624.67129,4,7,4,45644.24346,1262012.926,"3924 Carter Mission
West Julie, PA 05439-6091"
63421.90396,0,7,5,11511.38705,1432318.47,"6295 Felicia Squares
Lake Natashashire, NE 10973"
77521.05738,10,4,5,32624.6465,1501622.125,"09839 Jonathan Harbor
Stevenside, IL 72187"
73370.47438,11,2,5,47740.7629,1275676.981,"066 Harding Parkways Apt. 630
Port Maureenton, AK 70008-1762"
82768.61397,20,2,4,23581.3857,1476989.184,"5989 Garner Crossroad
Russomouth, AR 83930"
68368.03678,0,2,6,22033.11696,796289.3069,"652 Watson Path Suite 152
Melindabury, OK 63979-5988"
67041.96766,14,2,3,15633.09905,707345.0624,"71769 Sutton Club Suite 330
Clinefurt, HI 85853-2402"
55507.31253,6,4,6,44669.45555,1318231.418,"93686 Moore Manors Apt. 987
Tiffanyfort, FM 47355"
43795.30753,18,5,5,48114.02401,1020861.337,"36191 Gregory Estates Apt. 886
West Karen, MH 34042"
67754.68697,12,2,5,51905.88984,1527691.701,"9235 Russell Mount
East Patrickborough, KY 41599"
78088.2232,17,4,4,33389.76394,1536234.709,"2399 Beth Parkways
Michellefort, KS 95918"
67909.38349,6,4,6,36742.3434,1482123.625,"57071 Craig Radial Apt. 853
Cookfurt, ID 84624"
51967.23585,20,2,2,21454.19944,657169.3042,"USNS Johnson
FPO AP 84758-0245"
81707.23577,8,7,5,37968.8881,1390200.224,"PSC 1698, Box 7149
APO AA 62613"
59865.76866,0,4,1,30905.0153,613788.322,"3823 Fischer Fork
Port Joshua, ND 21648"
61544.58347,10,7,1,30699.38605,677772.3453,"687 Leslie Mall
North Jayhaven, LA 83023"
80228.59919,16,5,5,27255.25082,1535946.643,"PSC 7102, Box 1708
APO AA 74372-2883"
60865.39678,12,5,4,43351.37328,990004.7306,"107 Chelsea Mountains
Lopezmouth, OR 00850"
59866.9477,17,6,1,32064.59716,1039380.722,"179 Larsen Oval
New Matthew, DC 48602-6064"
64769.64484,19,4,1,43510.94015,1107286.973,"135 Acosta Isle
West Judith, IN 13641"
89286.08325,16,6,4,26176.76615,1340909.799,"8654 Benjamin Harbors Suite 759
South Jenniferland, KY 77429-0386"
83373.01202,5,2,3,25663.22937,1335883.831,"622 Justin Valley
Duncanside, MI 86995-3102"
59278.94589,6,6,5,12351.7196,1015010.538,"47608 Becky Shores Apt. 271
Fernandezshire, AK 19986-5072"
71232.91398,8,7,2,31088.89017,676979.7154,"9450 Smith Path Suite 035
Chapmanburgh, NM 22261-2035"
72102.55665,18,5,4,41409.16941,1110114.22,"24297 Perez Pine
Brendatown, AZ 78809-0999"
80528.49774,18,3,3,37717.25395,1641030.478,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433"
54051.02466,18,3,4,27822.49637,914378.3344,"PSC 6223, Box 3745
APO AA 82126"
66465.36591,4,5,2,41130.09091,1258563.859,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179"
70085.9476,3,2,5,51446.69185,1440909.001,"414 Todd Springs
Port Shannon, AS 60277"
75475.50719,16,5,6,47447.87629,1624137.595,"65108 Williams Crescent Apt. 503
Frankshire, VI 46982-4576"
88824.50481,18,5,1,28715.69866,1869886.305,"64639 Kristin Locks Suite 724
Derekberg, KY 77496-9751"
65948.91814,8,2,3,41260.91708,1302748.858,"6541 Howard Mills
Smithton, AL 96745"
68219.51472,10,3,1,42342.57799,1429529.63,"0029 Melinda Neck Apt. 591
Lake Gregoryshire, HI 60267"
74881.06436,9,6,3,23526.4985,1023162.953,"7578 Watson Junction Apt. 456
New Stevenstad, UT 73434-4974"
59886.41854,10,3,1,54546.82652,673571.346,"USS Hunt
FPO AA 46601"
75291.06396,20,7,6,48224.13914,1657667.332,"74152 Lauren Ferry
North Robertton, AS 43153"
69350.79336,16,5,1,36779.05857,1392083.818,"USNV Cortez
FPO AE 36896-5919"
79687.76187,6,5,2,20867.66988,1360100.719,"932 Schwartz Park Suite 892
South Brian, CT 50166"
61679.17116,4,4,3,34867.98508,1103021.383,"PSC 7611, Box 8172
APO AE 25615-0900"
77527.54117,1,6,6,41812.80155,1322914.051,"165 Hawkins Estate Suite 143
Toddport, MN 31095"
65010.55347,14,7,4,34706.86663,1305185.545,"743 William Mount Suite 503
West Kimberly, MS 27914"
60503.00376,18,3,1,49155.50948,1431517.358,"7409 William Mountains
Richardstad, MT 38781"
52282.12067,9,4,4,45867.87467,1137446.993,"03508 Shannon Vista Suite 305
Romantown, AL 15977-0442"
54293.14008,20,3,6,49751.63427,1010477.392,"79942 Timothy Estates
West Robert, AZ 69359"
64912.51546,0,2,4,48685.42066,1449033.432,"690 Susan Isle
Jonville, DE 37992-8552"
70213.646,2,2,2,34386.42978,1064569.606,"8578 Michele Squares Apt. 349
East Bobbychester, MI 75471-8887"
48640.10361,9,4,5,33381.23866,607249.4233,"4600 Tara Meadow Suite 656
Fernandoport, MP 40164-1720"
64534.46591,15,6,4,52933.67258,1202227.957,"129 Webb Ports Apt. 539
Shortland, SD 64926-8296"
58337.23049,12,4,2,38235.0331,816813.5324,"021 Carroll Unions
Marthaborough, KS 52821-2523"
78845.76218,12,6,3,54845.49441,1598159.227,"92450 Aguilar Knolls Apt. 965
Austinburgh, OH 57848-9395"
